"prefix","idorgNamespace","title","description","sourceType","baseUri","alternatePrefixes","licence","versionInfo"
"CO_336","","Soybean ontology","Soybean Trait Dictionary in template v5 - IITA - July 2015","ONTOLOGY","","co_336,CO_336","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:35:53.701+0000"
"OPMI","","OPMI: Ontology of Precision Medicine and Investigation","OPMI is a biomedical ontology in the area of precision medicine and its related investigations. It is community-driven and developed by following the OBO Foundry ontology development principles.","ONTOLOGY","","opmi,OPMI","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:00.661+0000"
"CO_337","","Groundnut ontology","Groundnut Trait Dictionary in template v5 - ICRISAT/ISRA/DARS - Sept 2015","ONTOLOGY","","co_337,CO_337","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:05.789+0000"
"CO_338","","Chickpea ontology","Chickpea Trait Dictionary in template v5 - ICRISAT - July 2015","ONTOLOGY","","co_338,CO_338","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:00.748+0000"
"Orphanet","","Orphanet Rare Disease Ontolog","The Orphanet Rare Disease ontology (ORDO) is jointly developed by Orphanet and the EBI to provide a structured vocabulary for rare diseases capturing relationships between diseases, genes and other relevant features which will form a useful resource for the computational analysis of rare diseases. It derived from the Orphanet database (www.orpha.net ) , a multilingual database dedicated to rare diseases populated from literature and validated by international experts. It integrates a nosology (classification of rare diseases), relationships (gene-disease relations, epiemological data) and connections with other terminologies (MeSH, UMLS, MedDRA),databases (OMIM, UniProtKB, HGNC, ensembl, Reactome, IUPHAR, Geantlas) or classifications (ICD10).","ONTOLOGY","","ordo,ORDO,Orphanet,orphanet,ORPHANET","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:44.946+0000"
"ECOCORE","","An ontology of core ecological entities","An ontology to provide core semantics for ecological entities.","ONTOLOGY","","ecocore,ECOCORE","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:06.429+0000"
"ECTO","","Environment Exposure Ontology","ECTO describes exposures to experimental treatments of plants and model organisms (e.g. exposures to modification of diet, lighting levels, temperature); exposures of humans or any other organisms to stressors through a variety of routes, for purposes of public health, environmental monitoring etc, stimuli, natural and experimental, any kind of environmental condition or change in condition that can be experienced by an organism or population of organisms on earth. The scope is very general and can include for example plant treatment regimens, as well as human clinical exposures (although these may better be handled by a more specialized ontology).","ONTOLOGY","","ecto,ECTO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:41:16.980+0000"
"EDAM","","Bioinformatics operations, data types, formats, identifiers and topics","EDAM is a simple ontology of well established, familiar concepts that are prevalent within bioinformatics, including types of data and data identifiers, data formats, operations and topics. EDAM provides a set of terms with synonyms and definitions - organised into an intuitive hierarchy for convenient use.","ONTOLOGY","","edam,EDAM","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:50.120+0000"
"EHDAA2","","Human developmental anatomy, abstract","A structured controlled vocabulary of stage-specific anatomical structures of the developing human.","ONTOLOGY","","ehdaa2,EHDAA2","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:35:03.004+0000"
"ORNASEQ","","Ontology for RNA sequencing (ORNASEQ)","An application ontology designed to annotate next-generation sequencing experiments performed on RNA.","ONTOLOGY","","ornaseq,ORNASEQ","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:39:06.847+0000"
"ENM","","eNanoMapper Ontology","The eNanoMapper project (www.enanomapper.net) is creating a pan-European computational infrastructure for toxicological data management for ENMs, based on semantic web standards and ontologies. > This ontology is an application ontology targeting the full domain of nanomaterial safety assessment. It re-uses several other ontologies including the NPO, CHEMINF, ChEBI, and ENVO. ","ONTOLOGY","","enm,ENM","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:50.044+0000"
"OVAE","","OVAE: Ontology of Vaccine Adverse Events","OVAE is a biomedical ontology in the area of vaccine adverse events. OVAE is an extension of the community-based Ontology of Adverse Events (OAE). ","ONTOLOGY","","ovae,OVAE","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:19.834+0000"
"ENSGLOSS","","Ensembl Glossary","The Ensembl glossary lists the terms, data types and file types that are used in Ensembl and describes how they are used.","ONTOLOGY","","ensemblglossary,ENSEMBLGLOSSARY,ENSGLOSS,ensgloss","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:39:39.847+0000"
"PATO","","PATO - the Phenotype And Trait Ontology","An ontology of phenotypic qualities (properties, attributes or characteristics).","ONTOLOGY","","pato,PATO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:34:47.320+0000"
"EOL","","Environment Ontology for Livestock","L'ontologie EOL décrit les conditions d'environnement des élevages d'animaux domestiques. Elle décrit plus particulièrement les modalités de l'alimentation, de l'environnement, de la structure des élevages et des systèmes d'élevage","ONTOLOGY","","eol,EOL","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:38:30.272+0000"
"EUPATH","","VEuPathDB Ontology","The VEuPathDB ontology is an application ontology developed to encode our understanding of what data is about in the public resources developed and maintained by the Eukaryotic Pathogen, Host and Vector Genomics Resource (VEuPathDB; https://veupathdb.org). The VEuPathDB ontology was previously named the EuPathDB ontology prior to EuPathDB joining with VectorBase.The ontology was built based on the Ontology of Biomedical Investigations (OBI) with integration of other OBO ontologies such as PATO, OGMS, DO, etc. as needed for coverage. Currently the VEuPath ontology is primarily intended to be used for support of the VEuPathDB sites. Terms with VEuPathDB ontology IDs that are not specific to VEuPathDB will be submitted to OBO Foundry ontologies for subsequent import and replacement of those terms when they are available.","ONTOLOGY","","eupath,EUPATH","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:39:37.913+0000"
"PCO","","Population and Community Ontology","An ontology about groups of interacting organisms such as populations and communities","ONTOLOGY","","pco,PCO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:11.258+0000"
"PDRO","","The Prescription of Drugs Ontology","An ontology to describe entities related to prescription of drugs","ONTOLOGY","","pdro,PDRO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:34:22.192+0000"
"PLANP","","Planarian Phenotype Ontology (PLANP)","Planarian Phenotype Ontology is an ontology of phenotypes observed in the planarian Schmidtea mediterranea.","ONTOLOGY","","planp,PLANP","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:40:06.814+0000"
"FBbi","","Biological Imaging Methods Ontology","A structured controlled vocabulary of sample preparation, visualization and imaging methods used in biomedical research.","ONTOLOGY","","fbbi,FBBI,FBbi","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:35:09.090+0000"
"PORO","","Porifera (sponge) ontology","An ontology describing the anatomical structures and characteristics of Porifera (sponges)","ONTOLOGY","","poro,PORO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:11.556+0000"
"FIX","","Physico-chemical methods and properties","An ontology of physico-chemical methods and properties.","ONTOLOGY","","fix,FIX","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:35:09.183+0000"
"HANCESTRO","","Human Ancestry Ontology","The Human Ancestry Ontology (HANCESTRO) provides a systematic description of the ancestry concepts used in the NHGRI-EBI Catalog of published genome-wide association studies.","ONTOLOGY","","hancestro,HANCESTRO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:39:44.736+0000"
"TADS","","Tick Anatomy Ontology","The anatomy of the Tick, <i>Families: Ixodidae, Argassidae</i>","ONTOLOGY","","tads,TADS","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:20.250+0000"
"IDO","","Infectious Disease Ontology","A set of interoperable ontologies that will together provide coverage of the infectious disease domain. IDO core is the upper-level ontology that hosts terms of general relevance across the domain, while extension ontologies host terms to specific to a particular part of the domain.","ONTOLOGY","","ido,IDO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:34.905+0000"
"TO","","Plant Trait Ontology","A controlled vocabulary of describe phenotypic traits in plants.","ONTOLOGY","","to,TO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:36:24.720+0000"
"IDOMAL","","Malaria Ontology","An application ontology to cover all aspects of malaria as well as the intervention attempts to control it.","ONTOLOGY","","idomal,IDOMAL","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:35:28.012+0000"
"TRANS","","Pathogen Transmission Ontology","The Pathogen Transmission Ontology describes the tranmission methods of human disease pathogens describing how a pathogen is transmitted from one host, reservoir, or source to another host. The pathogen transmission may occur either directly or indirectly and may involve animate vectors or inanimate vehicles.","ONTOLOGY","","trans,TRANS","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:38:52.143+0000"
"UNIMOD","","Unimod protein modification database for mass spectrometry","Unimod is a community supported, comprehensive database of protein modifications for mass spectrometry applications. That is, accurate and verifiable values, derived from elemental compositions, for the mass differences introduced by all types of natural and artificial modifications. Other important information includes any mass change, (neutral loss), that occurs during MS/MS analysis, an d site specificity, (which residues are susceptible to modification and any constraints on the position of the modification within the protein or peptide).","ONTOLOGY","","unimod,UNIMOD","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:38:57.143+0000"
"INO","","INO: Interaction Network Ontology","he Interaction Network Ontology (INO) is an ontology in the domain of interactions and interaction networks. INO represents general and species-neutral types of interactions and interaction networks, and their related elements and relations. INO is a community-driven ontology, aligns with BFO, and is developed by following the OBO Foundry principles.","ONTOLOGY","","ino,INO","https://creativecommons.org/licenses/by/4.0/","Last updated in the ontology lookup service on 2020-04-27T14:39:48.760+0000"
